list name	name	label	cf	code	color
challenge	13	Problems with justice			
challenge	14	Conﬂict  related to property			
challenge	15	Insuﬃcient land to farm			
challenge	16	Insuﬃcient water for agriculture			
challenge	17	Water/pasture insuﬃcient for livestock			
challenge	18	Lack of privacy			
challenge	19	Inability  to work			
challenge	20	Inability  to move freely			
challenge	21	Access  to education			
challenge	22	Access  to healthcare			
challenge	23	Access  to church/mosque/other site  of worship			
challenge	24	Access  to humanitarian assistance			
challenge	25	Behaviour of police/local authorities			
challenge	26	Lack of documents/lost documents			
challenge	27	Access  to suitable accommodation			
challenge	28	No income/economic hardship			
challenge	29	Other			
asisstance_received	1	Multipurpose cash assistance			
asisstance_received	2	Tools/stocks to re-start a professional activity			
asisstance_received	3	Professional training for a new  activity;			
asisstance_received	4	Basic household items - NFIs (Matress, cooking equipment)			
asisstance_received	5	Improvement in shelter (Roof, walls, ﬂoor etc)			
asisstance_received	6	Rehabilitation/construction of latrines			
asisstance_received	7	Rehabilitation/Construction of water points			
asisstance_received	8	School fees			
asisstance_received	9	Health Costs			
asisstance_received	10	Legal fees/counsel support			
asisstance_received	11	Credit for small business activities			
asisstance_received	12	Support to access to services			
asisstance_received	13	Representation with state/community representatives			
asisstance_received	14	Support gaining civil documentation			
asisstance_received	15	Legal and collaborative dispute mechanism			
asisstance_received	16	Youth education/training activities			
asisstance_received	17	Other			
purchase	1	Food			
purchase	2	Rent  for current accommodation			
purchase	3	Debt repayment			
purchase	4	Tools/stocks to re-start a professional activity			
purchase	5	Professional training for a new  activity			
purchase	6	Basic household items (Matress, cooking equipment)			
purchase	7	Extension of accomodation (more rooms)			
purchase	8	Improvement in shelter (Roof, walls, ﬂoors)			
purchase	9	Other			
dangers	1	No dangers			
dangers	2	Natural disasters			
dangers	3	Harassment/intimidation by the government/authorities/police			
dangers	4	Harassment/intimidation by gangs/Local population			
dangers	5	Criminality/crime			
dangers	6	Harassment/intimidation by armed groups			
dangers	7	Forced evictions			
dangers	8	Destruction of housing			
dangers	9	Terrorist attacks or bombings			
dangers	10	Clashes between armed groups			
dangers	11	Violence  or civil unrest			
dangers	12	Landmines			
dangers	13	Kidnapping			
dangers	14	Violence  against girls and women			
dangers	15	Displacement			
dangers	16	Forced recruitment to armed groups			
dangers	17	Gender based Violence			
dangers	18	Other			
servicedelivery	1	Poor		-1	red
servicedelivery	2	Average		0	yellow
servicedelivery	3	Good		1	green
servicedelivery	4	Don't Know		888	grey
noserviceaccess	1	Don't know			
noserviceaccess	2	All the same			
noserviceaccess	3	Urban poor			
noserviceaccess	4	Newly displaced			
noserviceaccess	5	IDPs			
noserviceaccess	6	Refugee			
noserviceaccess	7	Women			
noserviceaccess	8	Disabled			
noserviceaccess	9	Chronically ill			
noserviceaccess	10	Elderly			
noserviceaccess	11	Young people			
noserviceaccess	12	Speciﬁc  ethnic groups			
noserviceaccess	13	Other			
relationship	1	Myself			
relationship	2	Spouse			
relationship	3	Parent			
relationship	4	Child			
relationship	5	Sister/Brother			
relationship	6	Cousin			
relationship	7	Nephew/Niece			
relationship	8	Other			
relationship2	1	Spouse			
relationship2	2	Parent			
relationship2	3	Child			
relationship2	4	Sister/Brother			
relationship2	5	Cousin			
relationship2	6	Nephew/Niece			
relationship2	7	Other			
yesnofrrent	1	Yes			
yesnofrrent	2	No			
yesnofrrent	3	Don't pay rent			
ccorfield	callcenter	Call Center			
ccorfield	field	Physically in the field			
phonecallstatus	1	Phone not ringing			
phonecallstatus	2	Phone ringing but not answered.			
phonecallstatus	3	Respondent answered but refused the interview			
phonecallstatus	4	Respondent answered and accepted the interview			
doctenure		Yes		1	green
doctenure		No		0	red
FCS		Acceptable		1	green
FCS		Borderline		0	yellow
FCS		Poor		-1	red
needs		Yes		1	green
needs		No		0	red
needs		Don't know		888	grey
treat		No		0	red
treat		Yes		1	green
watersource_functional		No		0	red
watersource_functional		Yes		1	green
